id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<pages>	score<doi>	score<pages doi>	score<isbn>	score<pages isbn>	score<references>
wikiproject somaliland	-1.1029	0.0058	4	1160	46064	64	0.9688	28.125	4.5625	53.125	5.5
wikiproject trains in japan	-0.1224	0.0994	5	896	35989	228	0.0702	3.947	1.3465	56.579	1.4079
wikiproject volcanoes	-0.3169	-0.4366	1	1795	444086	724	6.2928	64.227	2.4765	62.983	8.4641
wikiproject warwickshire	-0.1999	0.188	5	1514	123297	298	0.2584	7.047	1.1611	29.866	1.4094
wikiproject women	0.46	0.022	2	2020	4189939	10639	0.3094	8.563	1.2433	29.834	1.5414
wildfire	0.1602	0.3654	1	1189	45550	166	0.6807	9.639	0.506	14.458	1.1747
william blake task force	-0.2071	0.4097	4	1060	30486	68	0.2353	16.176	2.2353	52.941	2.4706
wiltshire	-0.3895	0.1804	5	1463	135818	250	0.28	11.6	2.232	61.2	2.508
wine	-0.0711	0.6634	1	1630	206767	995	0.5709	7.839	1	30.553	1.5538
wisconsin	0.3787	-0.5992	3	1904	719383	1497	0.2338	8.484	1.1977	29.526	1.4242
wisconsin road transport	0.4188	-0.9595	3	354	14852	117	0	0	0.0427	2.564	0.0427
wnba	0.7711	-0.3888	3	1214	84892	138	0	0	0.3841	15.942	0.3841
women artists	0.2365	0.0988	2	1805	502378	2850	0.1702	10.035	1.8063	49.93	1.9705
women in archaeology	-0.4348	0.2725	1	1301	58180	322	1.2267	40.062	1.9907	62.112	3.1522
women in business	0.6013	0.1511	2	1403	71896	38	0.2105	10.526	5.3421	65.789	5.5
women in hip hop music	0.8523	0.3386	2	1329	131775	208	0.0337	3.365	0.5817	17.308	0.6058
women in music	0.7145	0.266	2	1905	2112984	5084	0.0454	2.675	1.0441	25.413	1.0865
women scientists	0.0524	0.4488	1	1782	875236	5039	2.2177	47.152	1.1951	40.266	3.338
women writers	0.257	0.1655	2	1993	3768160	16257	0.4074	13.945	1.6886	43.446	2.0782
women's basketball	0.7419	-0.4023	3	1500	164532	336	0.0179	1.19	0.506	17.262	0.5208
women's boxing	0.3738	-0.0632	3	843	7550	28	0.1429	7.143	1	28.571	1.1429
women's classical committee	-0.4681	0.4237	4	1020	28312	178	0.882	37.64	1.618	56.18	2.4213
women's cricket	0.053	0.1736	1	551	7916	52	0.0192	1.923	0.5192	15.385	0.5385
women's field hockey	0.7199	-0.3816	3	508	3392	27	0.037	3.704	0.037	3.704	0.0741
women's figure skating	0.5864	-0.2871	3	1131	50003	101	0.0198	0.99	0.5545	18.812	0.5743
women's football	0.6677	-0.7842	5	1486	312715	765	0.0039	0.392	0.3425	11.895	0.3464
women's golf	0.5678	-0.3293	3	874	19044	51	0	0	0.5882	23.529	0.5882
women's gymnastics	0.6175	-0.4481	3	1086	35321	126	0.0476	1.587	0.119	7.937	0.1587
women's health	0.2123	0.8032	1	1803	549216	821	18.7393	78.563	7.1583	72.351	25.4409
women's history	0.0085	0.2303	4	2038	5791874	14306	0.6221	17.084	2.6349	54.446	3.2341
women's ice hockey	0.5105	-0.7433	3	1028	30812	90	0.0222	2.222	0.5889	12.222	0.6111
women's martial arts	0.679	-0.4855	3	1380	121884	304	0.0164	1.316	0.7105	25.658	0.727
women's mixed martial arts	0.6063	-0.4956	3	761	14934	52	0.0385	3.846	0.0962	5.769	0.1346
women's netball	0.5937	-0.5196	3	45	151	1	0	0	0	0	0
women's softball	0.6848	-0.5203	3	486	6998	14	0	0	1.8571	21.429	1.8571
women's sport	0.6397	-0.4837	3	1871	1255591	3355	0.0379	1.461	0.4826	15.589	0.5189
women's swimming	0.7407	-0.3182	3	299	7247	26	0	0	0.2692	19.231	0.2692
women's tennis	0.601	-0.469	3	1402	199034	228	0.0439	1.316	0.7544	21.93	0.7982
women's volleyball	0.5997	-0.5135	3	661	12366	79	0	0	0.0633	3.797	0.0633
worcestershire	-0.4075	0.1522	5	1251	64550	127	0.3858	14.961	2.3307	52.756	2.7165
world animation	0.4189	0.2171	2	85	136	1	0	0	2	100	2
world comics	0.4828	0.3467	2	1092	17614	71	0.2817	5.634	1.493	36.62	1.7183
world floorball task force	-0.0835	-0.8037	1	131	891	15	0	0	0	0	0
world rally	0.0564	-0.3158	1	995	35849	132	0	0	0.6212	16.667	0.6212
world war i	-1.1962	-0.7617	6	1956	6641636	10301	0.1148	4.369	2.7366	53.665	2.8486
world war ii	-0.8504	-0.9072	6	2022	16579251	20395	0.1135	4.32	2.6928	53.082	2.8024
wpchem worklist	0.0599	0.8385	1	1544	206777	248	16.5121	96.371	5.2863	85.484	20.8952
writing	-0.2909	0.5784	4	1618	122407	110	4.1	50.909	4.4909	61.818	8.2727
writing system	-0.6077	0.3702	4	1761	388291	616	0.4237	17.532	2.3214	55.195	2.7256
wyoming	0.0251	-0.8135	3	1602	182597	252	0.3056	10.714	2.131	46.032	2.4246
wyoming road transport	0.403	-0.986	3	308	6476	33	0	0	0.0909	6.061	0.0909
years	0.2031	0.371	1	1663	90034	177	1.435	12.429	1.0678	17.514	2.4746
yellowstone task force	0.0798	-0.748	3	585	4601	6	5.8333	66.667	2.1667	50	8
yemen	-0.9923	0.1259	4	1590	200250	159	0.522	18.868	3.1384	40.881	3.6478
yoga	-0.4965	0.9353	4	1448	318831	282	1.3546	30.496	9.3652	84.043	10.6596
yoko ono	0.8407	0.4843	2	929	19684	18	0	0	10.6667	88.889	10.6667
york museums trust-related	-0.3487	0.723	4	1021	25575	34	5.8824	38.235	3.9706	73.529	9.6471
yorkshire	-0.1247	0.024	5	1846	905067	2105	0.2228	8.694	2.0675	45.606	2.2793
yoruba	-0.2945	0.3013	1	1365	41472	78	0.3462	17.949	4.1026	56.41	4.4487
young earth creationism	-0.2963	0.7544	4	890	16732	27	1.3704	40.741	7.3333	74.074	8.6667
youngstown	0.4859	-0.4712	3	1083	34897	50	0.04	4	1.06	40	1.1
youtube	0.6379	0.215	2	1838	267336	318	0.1447	5.66	0.3616	17.61	0.4874
yugoslavia	-1.2154	-0.2441	6	1603	650158	528	0.2822	11.364	4.3636	51.894	4.6364
yukon road transport	0.1023	-0.9996	3	285	819	1	0	0	2	100	2
zagreb	-0.9275	-0.0619	6	1039	29087	65	0.0769	6.154	0.4769	24.615	0.5538
zambia	-0.5854	0.1004	1	1401	68105	162	1.8704	25.926	2.8333	50	4.6914
zimbabwe	-0.5965	-0.4066	6	1853	369514	279	0.6416	15.054	2.5878	39.427	3.2222
åland	-0.6233	0.0421	5	1060	16679	12	0.3333	25	2.25	58.333	2.5
